name,lat,lon,rating,user_ratings_total,type_list,type_main,address,categoria,place_id,distance_km
Salon del Reino de los Testigos Cristianos de Jehová,39.5707298,2.662245299999999,4.4,16.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer del Pare Miquel Mir, 2, Palma",Atracción,PLACE_295,1.0570859719794188
Parròquia de la Concepció i Sant Magí,39.5709159,2.634890399999999,4.6,277.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer d'Espartero, 9, Palma",Atracción,PLACE_296,1.3033429376510188
Parròquia de L'Encarnació,39.5800207,2.6570491,4.4,66.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de Joan Munar, 14, Palma",Atracción,PLACE_297,1.306778473333298
Iglesia Cristiana Evangélica Embajadores de Cristo,39.5761976,2.6642793,4.9,13.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Passatge de Can Feixina, 28, Palma",Atracción,PLACE_298,1.4269200617047337
Parròquia de Sant Josep Obrer,39.5756861,2.6685542,4.1,109.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer d'Adrià Ferran, 40, Palma",Atracción,PLACE_299,1.728303345992144
Parròquia Santa Teresa de l'Infant Jesús,39.56927659999999,2.6265647,4.5,123.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de Pilar Juncosa, 13, Palma",Atracción,PLACE_300,2.0090776022817707
Iglesia Cristiana Evangélica de La Concordia,39.5860685,2.6611007,5.0,6.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de la Concòrdia, 34, Palma",Atracción,PLACE_301,2.063605786497717
Parròquia de la Mare de Déu de Montserrat,39.5808695,2.6754682,4.5,86.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer Mare de Déu de Montserrat, 54, Palma",Atracción,PLACE_302,2.51694352191598
Parròquia de Sant Pius X,39.57399629999999,2.6615808,4.5,40.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer Beatriu de Pinós, 36, Palma",Atracción,PLACE_303,1.1064597641214278
Iglesia Adventista del Séptimo Día en Palma de Mallorca,39.5849795,2.6756194,4.9,41.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de l'Heura, 8, Palma",Atracción,PLACE_304,2.7831083339814384
Església de Sant Nicolau,39.5707226,2.6483481,4.6,411.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer d'Orfila, 2, Palma",Atracción,PLACE_305,0.18875888043182493
Parròquia del Sagrat Cor,39.5798308,2.662536299999999,4.5,95.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de Son Ventallol, 15, Palma",Atracción,PLACE_306,1.5648137296723585
Parròquia de Sant Sebastià,39.5769867,2.6412842,4.3,141.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer Rafael Rodríguez Méndez, 9, Palma",Atracción,PLACE_307,1.1102685452051233
